group_id,user_id,candidate_subtopic_code,user_level_num,practical_experience_num,learning_goal_num,time_commitment_minutes,completed_subtopics_count,completion_ratio,average_best_score_percent,average_all_attempts_score_percent,last_quiz_score,failed_quiz_count,days_since_last_activity,candidate_level_num,candidate_topic_order_index,candidate_subtopic_order_index,candidate_estimated_minutes,is_preferred_topic,is_same_topic_as_last_completed,is_next_subtopic_in_same_topic,is_first_subtopic_in_topic,is_level_match,is_time_commitment_match,is_topic_not_started,is_topic_in_progress,need_reinforcement,last_score_for_candidate,best_score_for_candidate,attempts_for_candidate,relevance
1,1,what_is_credit,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,1,1,5,1,0,0,1,1,1,1,0,1,-1,-1,0,2
1,1,interest_rate,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,1,2,10,1,0,0,0,1,0,1,0,1,-1,-1,0,1
1,1,credit_overpayment,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,1,3,10,1,0,0,0,1,0,1,0,1,-1,-1,0,1
1,1,credit_load,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,1,4,10,1,0,0,0,1,0,1,0,1,-1,-1,0,1
1,1,choose_credit,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,1,5,10,1,0,0,0,1,0,1,0,1,-1,-1,0,1
1,1,financial_goals,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,2,1,5,0,0,0,1,1,1,1,0,1,-1,-1,0,1
1,1,short_vs_long_goals,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,2,2,10,0,0,0,0,1,0,1,0,1,-1,-1,0,0
1,1,spending_priorities,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,2,3,10,0,0,0,0,1,0,1,0,1,-1,-1,0,0
1,1,savings_plan,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,2,4,10,0,0,0,0,1,0,1,0,1,-1,-1,0,0
1,1,progress_control,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,2,2,5,10,0,0,0,0,1,0,1,0,1,-1,-1,0,0
1,1,what_are_investments,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,3,1,1,10,0,0,0,1,0,0,0,0,1,-1,-1,0,0
1,1,risk_and_return,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,3,1,2,10,0,0,0,0,0,0,0,0,1,-1,-1,0,0
1,1,diversification,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,3,1,3,15,0,0,0,0,0,0,0,0,1,32.24,32.24,4,0
1,1,simple_instruments,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,3,1,4,15,0,0,0,0,0,0,0,0,1,-1,-1,0,0
1,1,beginner_mistakes,1,2,1,5,8,0.32,78.48,51.15,32.24,3,22,3,1,5,10,0,0,0,0,0,0,0,0,1,-1,-1,0,0
2,2,income_expenses,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,1,1,5,1,0,0,1,1,1,0,1,1,74.29,74.29,2,0
2,2,fixed_variable_expenses,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,1,2,5,1,0,0,0,1,1,0,1,1,77.88,77.88,4,0
2,2,expense_accounting,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,1,3,5,1,0,0,0,1,1,0,1,1,85.29,85.29,1,0
2,2,budgeting_rule_50_30_20,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,1,4,5,1,0,0,0,1,1,0,1,1,92.67,92.67,1,0
2,2,budget_analysis,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,1,5,5,1,0,0,0,1,1,0,1,1,74.59,74.59,2,0
2,2,why_save,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,2,1,5,0,1,0,1,1,1,0,1,1,71.91,71.91,4,0
2,2,emergency_fund,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,2,2,10,0,1,0,0,1,0,0,1,1,98.27,98.27,1,0
2,2,how_to_save,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,2,3,10,0,1,1,0,1,0,0,1,1,-1,-1,0,2
2,2,interest_on_savings,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,2,4,10,0,1,0,0,1,0,0,1,1,-1,-1,0,1
2,2,saving_mistakes,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,0,2,5,5,0,1,0,0,1,1,0,1,1,-1,-1,0,2
2,2,what_is_credit,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,1,1,5,1,0,0,1,0,1,1,0,1,-1,-1,0,0
2,2,interest_rate,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,1,2,10,1,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,credit_overpayment,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,1,3,10,1,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,credit_load,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,1,4,10,1,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,choose_credit,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,1,5,10,1,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,financial_goals,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,2,1,5,0,0,0,1,0,1,0,0,1,-1,-1,0,0
2,2,short_vs_long_goals,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,2,2,10,0,0,0,0,0,0,0,0,1,-1,-1,0,0
2,2,spending_priorities,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,2,3,10,0,0,0,0,0,0,0,0,1,-1,-1,0,0
2,2,savings_plan,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,2,4,10,0,0,0,0,0,0,0,0,1,-1,-1,0,0
2,2,progress_control,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,2,2,5,10,0,0,0,0,0,0,0,0,1,46.96,46.96,1,0
2,2,what_are_investments,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,3,1,1,10,0,0,0,1,0,0,1,0,1,-1,-1,0,0
2,2,risk_and_return,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,3,1,2,10,0,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,diversification,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,3,1,3,15,0,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,simple_instruments,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,3,1,4,15,0,0,0,0,0,0,1,0,1,-1,-1,0,0
2,2,beginner_mistakes,0,0,0,5,7,0.28,77.73,62.16,71.91,1,0,3,1,5,10,0,0,0,0,0,0,1,0,1,-1,-1,0,0
3,3,income_expenses,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,1,1,5,1,0,0,1,1,1,0,1,1,74.95,74.95,4,0
3,3,fixed_variable_expenses,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,1,2,5,1,0,0,0,1,1,0,1,1,91.39,91.39,4,0
3,3,expense_accounting,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,1,3,5,1,0,0,0,1,1,0,1,1,47.69,73.63,2,0
3,3,budgeting_rule_50_30_20,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,1,4,5,1,0,0,0,1,1,0,1,1,87.65,87.65,1,0
3,3,budget_analysis,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,1,5,5,1,0,0,0,1,1,0,1,1,72.13,72.13,1,0
3,3,why_save,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,2,1,5,0,1,0,1,1,1,0,1,1,76.87,76.87,1,0
3,3,emergency_fund,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,2,2,10,0,1,0,0,1,1,0,1,1,95.79,95.79,1,0
3,3,how_to_save,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,2,3,10,0,1,0,0,1,1,0,1,1,66.77,85.42,3,0
3,3,interest_on_savings,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,2,4,10,0,1,1,0,1,1,0,1,1,-1,-1,0,3
3,3,saving_mistakes,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,0,2,5,5,0,1,0,0,1,1,0,1,1,-1,-1,0,2
3,3,what_is_credit,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,1,1,5,1,0,0,1,1,1,1,0,1,-1,-1,0,2
3,3,interest_rate,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,1,2,10,1,0,0,0,1,1,1,0,1,-1,-1,0,2
3,3,credit_overpayment,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,1,3,10,1,0,0,0,1,1,1,0,1,-1,-1,0,2
3,3,credit_load,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,1,4,10,1,0,0,0,1,1,1,0,1,-1,-1,0,2
3,3,choose_credit,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,1,5,10,1,0,0,0,1,1,1,0,1,-1,-1,0,2
3,3,financial_goals,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,2,1,5,0,0,0,1,1,1,0,0,1,-1,-1,0,1
3,3,short_vs_long_goals,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,2,2,10,0,0,0,0,1,1,0,0,1,69.2,69.2,1,0
3,3,spending_priorities,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,2,3,10,0,0,0,0,1,1,0,0,1,-1,-1,0,1
3,3,savings_plan,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,2,4,10,0,0,0,0,1,1,0,0,1,-1,-1,0,1
3,3,progress_control,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,2,2,5,10,0,0,0,0,1,1,0,0,1,-1,-1,0,1
3,3,what_are_investments,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,3,1,1,10,0,0,0,1,0,1,1,0,1,-1,-1,0,0
3,3,risk_and_return,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,3,1,2,10,0,0,0,0,0,1,1,0,1,-1,-1,0,0
3,3,diversification,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,3,1,3,15,0,0,0,0,0,1,1,0,1,-1,-1,0,0
3,3,simple_instruments,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,3,1,4,15,0,0,0,0,0,1,1,0,1,-1,-1,0,0
3,3,beginner_mistakes,1,2,0,20,8,0.32,80.78,67.66,74.95,3,5,3,1,5,10,0,0,0,0,0,1,1,0,1,-1,-1,0,0
4,4,income_expenses,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,1,1,5,1,1,0,1,1,1,0,1,0,71.52,71.52,1,0
4,4,fixed_variable_expenses,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,1,2,5,1,1,1,0,1,1,0,1,0,-1,-1,0,3
4,4,expense_accounting,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,1,3,5,1,1,0,0,1,1,0,1,0,-1,-1,0,3
4,4,budgeting_rule_50_30_20,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,1,4,5,1,1,0,0,1,1,0,1,0,-1,-1,0,3
4,4,budget_analysis,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,1,5,5,1,1,0,0,1,1,0,1,0,-1,-1,0,3
4,4,why_save,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,2,1,5,0,0,0,1,1,1,1,0,0,-1,-1,0,1
4,4,emergency_fund,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,2,2,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
4,4,how_to_save,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,2,3,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
4,4,interest_on_savings,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,2,4,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
4,4,saving_mistakes,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,0,2,5,5,0,0,0,0,1,1,1,0,0,-1,-1,0,1
4,4,what_is_credit,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,1,1,5,0,0,0,1,0,1,1,0,0,-1,-1,0,0
4,4,interest_rate,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,1,2,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
4,4,credit_overpayment,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,1,3,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
4,4,credit_load,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,1,4,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
4,4,choose_credit,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,1,5,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
4,4,financial_goals,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,2,1,5,1,0,0,1,0,1,1,0,0,-1,-1,0,1
4,4,short_vs_long_goals,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,2,2,10,1,0,0,0,0,1,1,0,0,-1,-1,0,1
4,4,spending_priorities,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,2,3,10,1,0,0,0,0,1,1,0,0,-1,-1,0,1
4,4,savings_plan,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,2,4,10,1,0,0,0,0,1,1,0,0,-1,-1,0,1
4,4,progress_control,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,2,2,5,10,1,0,0,0,0,1,1,0,0,-1,-1,0,1
4,4,what_are_investments,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,3,1,1,10,0,0,0,1,0,1,1,0,0,-1,-1,0,0
4,4,risk_and_return,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,3,1,2,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
4,4,diversification,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,3,1,3,15,0,0,0,0,0,0,1,0,0,-1,-1,0,0
4,4,simple_instruments,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,3,1,4,15,0,0,0,0,0,0,1,0,0,-1,-1,0,0
4,4,beginner_mistakes,0,1,1,10,1,0.04,71.52,71.52,71.52,0,9,3,1,5,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
6,6,income_expenses,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,1,1,5,0,1,0,1,1,1,0,1,0,56.82,95.94,2,0
6,6,fixed_variable_expenses,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,1,2,5,0,1,0,0,1,1,0,1,0,59.36,79.97,4,0
6,6,expense_accounting,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,1,3,5,0,1,0,0,1,1,0,1,0,73.24,73.24,1,0
6,6,budgeting_rule_50_30_20,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,1,4,5,0,1,1,0,1,1,0,1,0,-1,-1,0,3
6,6,budget_analysis,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,1,5,5,0,1,0,0,1,1,0,1,0,-1,-1,0,2
6,6,why_save,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,2,1,5,0,0,0,1,1,1,1,0,0,-1,-1,0,1
6,6,emergency_fund,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,2,2,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
6,6,how_to_save,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,2,3,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
6,6,interest_on_savings,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,2,4,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
6,6,saving_mistakes,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,0,2,5,5,0,0,0,0,1,1,1,0,0,-1,-1,0,1
6,6,what_is_credit,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,1,1,5,1,0,0,1,0,1,0,0,0,-1,-1,0,1
6,6,interest_rate,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,1,2,10,1,0,0,0,0,1,0,0,0,49.82,49.82,3,0
6,6,credit_overpayment,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,1,3,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,credit_load,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,1,4,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,choose_credit,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,1,5,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,financial_goals,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,2,1,5,1,0,0,1,0,1,0,0,0,-1,-1,0,1
6,6,short_vs_long_goals,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,2,2,10,1,0,0,0,0,1,0,0,0,25.77,25.77,3,0
6,6,spending_priorities,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,2,3,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,savings_plan,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,2,4,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,progress_control,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,2,2,5,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,what_are_investments,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,3,1,1,10,1,0,0,1,0,1,0,0,0,-1,-1,0,1
6,6,risk_and_return,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,3,1,2,10,1,0,0,0,0,1,0,0,0,-1,-1,0,1
6,6,diversification,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,3,1,3,15,1,0,0,0,0,0,0,0,0,-1,-1,0,0
6,6,simple_instruments,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,3,1,4,15,1,0,0,0,0,0,0,0,0,-1,-1,0,0
6,6,beginner_mistakes,0,0,0,10,3,0.12,59.67,50.82,33.27,5,21,3,1,5,10,1,0,0,0,0,1,0,0,0,33.27,33.27,1,0
7,7,income_expenses,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,1,1,5,0,1,0,1,1,1,0,1,0,88.69,88.69,1,0
7,7,fixed_variable_expenses,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,1,2,5,0,1,0,0,1,1,0,1,0,54.85,91.59,3,0
7,7,expense_accounting,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,1,3,5,0,1,0,0,1,1,0,1,0,86.63,86.63,2,0
7,7,budgeting_rule_50_30_20,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,1,4,5,0,1,0,0,1,1,0,1,0,47.39,90.32,2,0
7,7,budget_analysis,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,1,5,5,0,1,0,0,1,1,0,1,0,70.01,70.01,3,0
7,7,why_save,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,2,1,5,0,0,0,1,1,1,1,0,0,-1,-1,0,1
7,7,emergency_fund,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,2,2,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
7,7,how_to_save,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,2,3,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
7,7,interest_on_savings,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,2,4,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
7,7,saving_mistakes,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,0,2,5,5,0,0,0,0,1,1,1,0,0,-1,-1,0,1
7,7,what_is_credit,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,1,1,5,0,0,0,1,0,1,1,0,0,-1,-1,0,0
7,7,interest_rate,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,1,2,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,credit_overpayment,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,1,3,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,credit_load,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,1,4,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,choose_credit,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,1,5,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,financial_goals,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,2,1,5,0,0,0,1,0,1,1,0,0,-1,-1,0,0
7,7,short_vs_long_goals,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,2,2,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,spending_priorities,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,2,3,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,savings_plan,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,2,4,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,progress_control,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,2,2,5,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
7,7,what_are_investments,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,3,1,1,10,1,0,0,1,0,1,1,0,0,-1,-1,0,1
7,7,risk_and_return,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,3,1,2,10,1,0,0,0,0,1,1,0,0,-1,-1,0,1
7,7,diversification,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,3,1,3,15,1,0,0,0,0,0,1,0,0,-1,-1,0,0
7,7,simple_instruments,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,3,1,4,15,1,0,0,0,0,0,1,0,0,-1,-1,0,0
7,7,beginner_mistakes,0,1,1,10,5,0.2,85.45,61.16,54.85,2,60,3,1,5,10,1,0,0,0,0,1,1,0,0,-1,-1,0,1
8,8,income_expenses,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,1,1,5,1,1,0,1,1,1,0,1,0,93.35,93.35,2,0
8,8,fixed_variable_expenses,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,1,2,5,1,1,1,0,1,1,0,1,0,-1,-1,0,3
8,8,expense_accounting,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,1,3,5,1,1,0,0,1,1,0,1,0,-1,-1,0,3
8,8,budgeting_rule_50_30_20,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,1,4,5,1,1,0,0,1,1,0,1,0,-1,-1,0,3
8,8,budget_analysis,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,1,5,5,1,1,0,0,1,1,0,1,0,-1,-1,0,3
8,8,why_save,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,2,1,5,1,0,0,1,1,1,1,0,0,-1,-1,0,3
8,8,emergency_fund,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,2,2,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,how_to_save,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,2,3,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,interest_on_savings,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,2,4,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,saving_mistakes,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,0,2,5,5,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,what_is_credit,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,1,1,5,0,0,0,1,1,1,1,0,0,-1,-1,0,1
8,8,interest_rate,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,1,2,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
8,8,credit_overpayment,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,1,3,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
8,8,credit_load,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,1,4,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
8,8,choose_credit,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,1,5,10,0,0,0,0,1,1,1,0,0,-1,-1,0,1
8,8,financial_goals,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,2,1,5,1,0,0,1,1,1,1,0,0,-1,-1,0,3
8,8,short_vs_long_goals,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,2,2,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,spending_priorities,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,2,3,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,savings_plan,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,2,4,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,progress_control,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,2,2,5,10,1,0,0,0,1,1,1,0,0,-1,-1,0,2
8,8,what_are_investments,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,3,1,1,10,0,0,0,1,0,1,1,0,0,-1,-1,0,0
8,8,risk_and_return,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,3,1,2,10,0,0,0,0,0,1,1,0,0,-1,-1,0,0
8,8,diversification,1,0,6,15,1,0.04,93.35,63.12,93.35,0,2,3,1,3,15,0,0,0,0,0,1,1,0,0,-1,-1,0,0
